Name,Height_cm,Height_ft,Weight_kg,Weight_lbs,Age_yrs,Position,Cleaned_Position,Team_Name,Team_URL
Kirill Marchenko,191,6.266404199475065,84.821704,187,24,Winger,winger,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Elvis Merzļikins,191,6.266404199475065,82.100152,181,30,Goaltender,goaltender,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Sean Monahan,188,6.167979002624672,91.625584,202,29,Centre,centre,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Mathieu Olivier,188,6.167979002624672,94.80072799999999,209,27,Right wing,rightwinger,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Ivan Provorov,185,6.069553805774278,91.171992,201,27,Defence,defence,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Damon Severson,188,6.167979002624672,92.98636,205,30,Defence,defence,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Cole Sillinger,188,6.167979002624672,91.171992,201,21,Centre,centre,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Daniil Tarasov,196,6.430446194225722,83.91452,185,25,Goaltender,goaltender,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Dmitri Voronkov,196,6.430446194225722,108.86207999999999,240,24,Forward,forward,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Zach Werenski,188,6.167979002624672,94.80072799999999,209,27,Defense,defence,Columbus_Blue_Jackets,https://en.wikipedia.org/wiki/Template:Columbus_Blue_Jackets_roster
Jake Allen,188,6.167979002624672,92.079176,203,34,Goaltender,goaltender,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Nathan Bastian,193,6.332020997375328,92.98636,205,26,Right wing,rightwinger,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Jesper Bratt,178,5.83989501312336,79.3786,175,26,Left wing,leftwinger,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Paul Cotter,183,6.003937007874016,89.811216,198,24,Left wing,leftwinger,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Nick DeSimone,188,6.167979002624672,86.18248,190,29,Defense,defence,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Brenden Dillon,193,6.332020997375328,102.0582,225,33,Defence,defence,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Nolan Foote,191,6.266404199475065,86.18248,190,23,Left wing,leftwinger,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Dougie Hamilton,198,6.496062992125984,103.872568,229,31,Defence,defence,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Erik Haula,183,6.003937007874016,87.543256,193,33,Forward,forward,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Nico Hischier,185,6.069553805774278,79.3786,175,25,Centre,centre,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Jack Hughes,180,5.905511811023622,79.3786,175,23,Center,centre,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Luke Hughes,188,6.167979002624672,83.460928,184,21,Defense,defence,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Johnathan Kovacevic,196,6.430446194225722,101.151016,223,27,Defence,defence,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Curtis Lazar,183,6.003937007874016,95.707912,211,29,Forward,forward,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Kurtis MacDermid,196,6.430446194225722,108.408488,239,30,Defence,defence,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Jacob Markström,198,6.496062992125984,88.904032,196,34,Goaltender,goaltender,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Timo Meier,185,6.069553805774278,99.79024,220,27,Right wing,rightwinger,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Dawson Mercer,183,6.003937007874016,81.192968,179,22,Centre / Right wing,centre/rightwinger,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Šimon Nemec,185,6.069553805774278,89.811216,198,20,Defence,defence,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Stefan Noesen,185,6.069553805774278,92.98636,205,31,Right wing,rightwinger,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Ondřej Palát,183,6.003937007874016,85.275296,188,33,Left wing,leftwinger,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Brett Pesce,191,6.266404199475065,90.7184,200,29,Defense,defence,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Jonas Siegenthaler,191,6.266404199475065,99.79024,220,27,Defence,defence,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Colton White,185,6.069553805774278,83.91452,185,27,Defence,defence,New_Jersey_Devils,https://en.wikipedia.org/wiki/Template:New_Jersey_Devils_roster
Mathew Barzal,183,6.003937007874016,85.728888,189,27,Centre/right wing,centre/rightwinger,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Samuel Bolduc,193,6.332020997375328,99.79024,220,23,Defence,defence,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Dennis Cholowski,185,6.069553805774278,88.45044,195,26,Defence,defence,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Casey Cizikas,180,5.905511811023622,90.7184,200,33,Centre,centre,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Noah Dobson,193,6.332020997375328,88.45044,195,24,Defense,defence,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Anthony Duclair,180,5.905511811023622,89.357624,197,29,Left wing,leftwinger,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Pierre Engvall,193,6.332020997375328,89.811216,198,28,Forward,forward,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Hudson Fasching,188,6.167979002624672,93.893544,207,29,Right wing,rightwinger,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Julien Gauthier,193,6.332020997375328,102.0582,225,26,Right wing,rightwinger,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Simon Holmström,185,6.069553805774278,88.45044,195,23,Right wing,rightwinger,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Bo Horvat,183,6.003937007874016,97.52228,215,29,Centre,centre,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Anders Lee,191,6.266404199475065,104.779752,231,34,Left wing,leftwinger,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Kyle MacLean,185,6.069553805774278,86.18248,190,25,Center,centre,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Scott Mayfield,193,6.332020997375328,92.98636,205,31,Defense,defence,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Brock Nelson,191,6.266404199475065,92.98636,205,32,Center,centre,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Jean-Gabriel Pageau,175,5.741469816272966,78.017824,172,31,Centre,centre,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Kyle Palmieri,180,5.905511811023622,86.636072,191,33,Forward,forward,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Adam Pelech,188,6.167979002624672,95.25431999999999,210,30,Defence,defence,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Ryan Pulock,188,6.167979002624672,97.068688,214,29,Defence,defence,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Mike Reilly,185,6.069553805774278,83.007336,183,31,Defense,defence,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Alexander Romanov,183,6.003937007874016,94.347136,208,24,Defence,defence,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Jakub Škarek,191,6.266404199475065,88.904032,196,24,Goaltender,goaltender,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Ilya Sorokin,191,6.266404199475065,86.18248,190,29,Goaltender,goaltender,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Tyce Thompson,185,6.069553805774278,78.017824,172,25,Center,centre,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Maxim Tsyplakov,191,6.266404199475065,91.171992,201,25,Right wing,rightwinger,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Semyon Varlamov,188,6.167979002624672,92.98636,205,36,Goaltender,goaltender,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Oliver Wahlstrom,188,6.167979002624672,92.98636,205,24,Right wing,rightwinger,New_York_Islanders,https://en.wikipedia.org/wiki/Template:New_York_Islanders_roster
Alex Belzile,183,6.003937007874016,87.089664,192,33,Right Wing,rightwinger,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Anton Blidh,183,6.003937007874016,91.171992,201,29,Forward,forward,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Jonny Brodzinski,185,6.069553805774278,97.52228,215,31,Forward,forward,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Sam Carrick,183,6.003937007874016,90.7184,200,32,Centre,centre,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Filip Chytil,188,6.167979002624672,92.532768,204,25,Centre,centre,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Will Cuylle,193,6.332020997375328,94.80072799999999,209,22,Left wing,leftwinger,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Louis Domingue,191,6.266404199475065,95.25431999999999,210,32,Goaltender,goaltender,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Adam Edström,201,6.594488188976378,99.79024,220,23,Forward,forward,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Adam Fox,180,5.905511811023622,82.100152,181,26,Defense,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Dylan Garand,185,6.069553805774278,82.100152,181,22,Goaltender,goaltender,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Benoit-Olivier Groulx,188,6.167979002624672,88.45044,195,24,Centre,centre,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Ben Harpur,198,6.496062992125984,98.883056,218,29,Defence,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Zac Jones,178,5.83989501312336,78.017824,172,23,Defense,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Kaapo Kakko,191,6.266404199475065,90.264808,199,23,Right wing,rightwinger,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Chris Kreider,191,6.266404199475065,102.511792,226,33,Left wing,leftwinger,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Alexis Lafrenière,185,6.069553805774278,87.996848,194,22,Winger,winger,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Jake Leschyshyn,180,5.905511811023622,86.18248,190,25,Centre,centre,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Ryan Lindgren,183,6.003937007874016,90.7184,200,26,Defense,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Connor Mackey,188,6.167979002624672,90.7184,200,28,Defense,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
K'Andre Miller,196,6.430446194225722,97.52228,215,24,Defense,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Brennan Othmann,183,6.003937007874016,79.3786,175,21,Left wing,leftwinger,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Artemi Panarin,183,6.003937007874016,78.471416,173,32,Left wing,leftwinger,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Jonathan Quick,185,6.069553805774278,98.883056,218,38,Goaltender,goaltender,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Matt Rempe,204,6.692913385826771,109.31567199999999,241,22,Centre,centre,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Matthew Robertson,193,6.332020997375328,91.171992,201,23,Defence,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Chad Ruhwedel,180,5.905511811023622,85.275296,188,34,Defense,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Brandon Scanlin,193,6.332020997375328,97.068688,214,25,Defense,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Braden Schneider,191,6.266404199475065,94.347136,208,22,Defence,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Igor Shesterkin,185,6.069553805774278,83.007336,183,28,Goaltender,goaltender,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Adam Sýkora,178,5.83989501312336,81.192968,179,20,Forward,forward,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Vincent Trocheck,178,5.83989501312336,83.007336,183,31,Center,centre,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Jacob Trouba,191,6.266404199475065,92.079176,203,30,Defense,defence,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Jimmy Vesey,191,6.266404199475065,93.893544,207,31,Left wing,leftwinger,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Mika Zibanejad,188,6.167979002624672,97.52228,215,31,Centre,centre,New_York_Rangers,https://en.wikipedia.org/wiki/Template:New_York_Rangers_roster
Noah Cates,188,6.167979002624672,87.996848,194,25,Left wing,leftwinger,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Sean Couturier,191,6.266404199475065,95.707912,211,31,Centre,centre,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Nicolas Deslauriers,185,6.069553805774278,97.52228,215,33,Left wing,leftwinger,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Jamie Drysdale,180,5.905511811023622,83.91452,185,22,Defence,defence,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Ryan Ellis,178,5.83989501312336,81.64656,180,33,Defence,defence,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Samuel Ersson,188,6.167979002624672,79.83219199999999,176,24,Goaltender,goaltender,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Joel Farabee,183,6.003937007874016,83.460928,184,24,Left wing,leftwinger,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Ivan Fedotov,201,6.594488188976378,97.068688,214,27,Goaltender,goaltender,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Tyson Foerster,188,6.167979002624672,87.996848,194,22,Centre/Right wing,centre/rightwinger,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Morgan Frost,180,5.905511811023622,77.11064,170,25,Centre,centre,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Garnet Hathaway,188,6.167979002624672,95.25431999999999,210,32,Right wing,rightwinger,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Erik Johnson,193,6.332020997375328,104.779752,231,36,Defense,defence,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Travis Konecny,178,5.83989501312336,87.089664,192,27,Forward,forward,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Scott Laughton,185,6.069553805774278,80.28578399999999,177,30,Centre,centre,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Matvei Michkov,178,5.83989501312336,79.3786,175,19,Forward,forward,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Ryan Poehling,188,6.167979002624672,92.079176,203,25,Center,centre,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Rasmus Ristolainen,193,6.332020997375328,97.52228,215,29,Defence,defence,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Travis Sanheim,193,6.332020997375328,89.811216,198,28,Defence,defence,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Nick Seeler,188,6.167979002624672,91.171992,201,31,Defense,defence,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Owen Tippett,188,6.167979002624672,102.511792,226,25,Right wing,rightwinger,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Cameron York,185,6.069553805774278,81.64656,180,23,Defense,defence,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Yegor Zamula,191,6.266404199475065,79.83219199999999,176,24,Defenceman,defence,Philadelphia_Flyers,https://en.wikipedia.org/wiki/Template:Philadelphia_Flyers_roster
Noel Acciari,178,5.83989501312336,92.98636,205,32,Center,centre,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Sebastian Aho,180,5.905511811023622,80.28578399999999,177,28,Defence,defence,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Anthony Beauvillier,180,5.905511811023622,82.553744,182,27,Forward,forward,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Emil Bemström,183,6.003937007874016,86.18248,190,25,Centre,centre,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Michael Bunting,180,5.905511811023622,88.904032,196,28,Left wing,leftwinger,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Sidney CrosbyOC ONS,180,5.905511811023622,90.7184,200,37,Centre,centre,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Lars Eller,188,6.167979002624672,89.811216,198,35,Centre,centre,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Cody Glass,188,6.167979002624672,80.739376,178,25,Centre,centre,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Ryan Graves,196,6.430446194225722,102.511792,226,29,Defence,defence,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Matt Grzelcyk,175,5.741469816272966,78.925008,174,30,Defense,defence,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Kevin Hayes,196,6.430446194225722,99.79024,220,32,Center / Right wing,centre/rightwinger,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Tristan Jarry,191,6.266404199475065,88.45044,195,29,Goaltender,goaltender,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Erik Karlsson,183,6.003937007874016,86.18248,190,34,Defence,defence,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Kris Letang,183,6.003937007874016,91.171992,201,37,Defence,defence,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Blake Lizotte,175,5.741469816272966,78.017824,172,26,Center,centre,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
John Ludvig,185,6.069553805774278,92.98636,205,24,Defence,defence,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Evgeni Malkin,191,6.266404199475065,88.45044,195,38,Centre,centre,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Rutger McGroarty,188,6.167979002624672,92.98636,205,20,Forward,forward,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Alex Nedeljkovic,183,6.003937007874016,85.728888,189,28,Goaltender,goaltender,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Matt Nieto,180,5.905511811023622,84.821704,187,31,Left wing,leftwinger,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Drew O'Connor,191,6.266404199475065,86.18248,190,26,Left wing,leftwinger,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Marcus Pettersson,191,6.266404199475065,80.28578399999999,177,28,Defense,defence,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Jesse Puljujärvi,193,6.332020997375328,91.171992,201,26,Right Wing,rightwinger,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Rickard Rakell,188,6.167979002624672,91.171992,201,31,Winger,winger,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Bryan Rust,180,5.905511811023622,88.45044,195,32,Right Wing,rightwinger,Pittsburgh_Penguins,https://en.wikipedia.org/wiki/Template:Pittsburgh_Penguins_roster
Alexander Alexeyev,193,6.332020997375328,88.904032,196,24,Defence,defence,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Nicklas Bäckström,183,6.003937007874016,97.068688,214,36,Centre,centre,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Ethan Bear,180,5.905511811023622,89.811216,198,27,Defence,defence,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
John Carlson,191,6.266404199475065,98.883056,218,34,Defense,defence,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Jakob Chychrun,188,6.167979002624672,92.98636,205,26,Defence,defence,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Nic Dowd,188,6.167979002624672,88.904032,196,34,Center,centre,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Brandon Duhaime,188,6.167979002624672,90.7184,200,27,Winger,winger,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Pierre-Luc Dubois,193,6.332020997375328,99.79024,220,26,Centre,centre,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Martin Fehérváry,188,6.167979002624672,87.996848,194,24,Defence,defence,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Charlie Lindgren,185,6.069553805774278,84.368112,186,30,Goaltender,goaltender,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Andrew Mangiapane,178,5.83989501312336,83.460928,184,28,Left wing,leftwinger,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Connor McMichael,180,5.905511811023622,83.91452,185,23,Centre,centre,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Sonny Milano,183,6.003937007874016,87.996848,194,28,Winger,winger,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
T. J. Oshie,180,5.905511811023622,88.904032,196,37,Right wing,rightwinger,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Alexander Ovechkin,191,6.266404199475065,106.59412,235,38,Left wing,leftwinger,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Aliaksei Protas,198,6.496062992125984,97.068688,214,23,Centre,centre,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Taylor Raddysh,188,6.167979002624672,94.80072799999999,209,26,Right wing,rightwinger,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Matt Roy,185,6.069553805774278,91.171992,201,29,Defense,defence,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Rasmus Sandin,180,5.905511811023622,83.007336,183,24,Defence,defence,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Michael Sgarbossa,183,6.003937007874016,86.18248,190,32,Centre,centre,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Dylan Strome,191,6.266404199475065,90.7184,200,27,Centre,centre,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Logan Thompson,193,6.332020997375328,91.171992,201,27,Goaltender,goaltender,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Trevor van Riemsdyk,188,6.167979002624672,84.821704,187,33,Defense,defence,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
Tom Wilson,193,6.332020997375328,99.79024,220,30,Right wing,rightwinger,Washington_Capitals,https://en.wikipedia.org/wiki/Template:Washington_Capitals_roster
